,question_id,question
235,236,网银转账手续费查询
236,237,社保卡可不可以代办
237,238,社保卡一定要本人办理吗
238,239,帮别人办社保卡有什么要求吗
239,240,本人不方便可以代理办社保卡吗
240,241,我给我爸办社保卡要带什么资料
241,242,你们银行有代办社保卡这个业务吗
242,243,3类户的取款额度是多少
243,244,3类户最多可以取多少钱
244,245,三类户最多可以取多少钱
245,246,三类户的取款额度是多少
246,247,金领卡的账单日是什么时候
247,248,金领卡有固定的账单日吗
248,249,残缺的人民币该如何兑换
249,250,残缺的人民币可以兑换吗
250,251,残缺到什么程度的人民币可以兑换新的
251,252,污损的人民币兑换有什么要求
252,253,企业网上银行票据业务的线下清算与线上清算有区别吗
253,254,为什么插入Beekey没有弹电子银行网页
254,255,我能不能在微信上面绑定你们的卡
255,256,我要用微信绑定你们的卡
256,257,微信可以用你们的卡支付吗
257,258,微信里面能不能添加你们的卡
258,259,我想知道怎么激活办理的社保卡
259,260,社保卡激活
260,261,开通手机银行蜜蜂e令需要怎么做
261,262,企业网银一站式转账中的支付渠道中智能选择和加急有什么区别
262,263,查询明细
263,264,查明细
264,265,查消费明细
265,266,购买大额存单的最低金额是多少
266,267,我想问一下你们的黄金怎么卖
267,268,黄金你们这儿卖嘛
268,269,你们的黄金可以在哪儿买
269,270,怎么买黄金
270,271,我想知道公务卡账单什么时候可以看
271,272,公务卡的账单随时都能看吗
272,273,哪些企业手机银行业务需要蓝牙蜜盾验证
273,274,贷记卡积分兑换
274,275,你们每个黄金产品多少克
275,276,你们一般一块金砖多少克
276,277,你们卖什么规格的黄金
277,278,黄金有哪几种规格的
278,279,活期化理财产品的利息是立刻到账的吗
279,280,活期化理财收益的到账时间是什么时候
280,281,活期化理财产品的利息怎么还没到
281,282,企业银行否查询柜面签发的电票
282,283,企业网银能不能查到柜面签发的电子汇票
283,284,企业网银是否可以查询柜面签发的电子汇票
284,285,补办的服务卡什么时候拿
285,286,补办的服务卡的领取时间
286,287,我补了一张五一服务卡什么时候可以拿到
287,288,visa信用卡在国外刷卡之后怎么算汇率
288,289,是不是所有的公交车都能刷电子钱包卡
289,290,电子钱包卡的使用范围
290,291,我想知道哪些公交车可以刷电子钱包卡
291,292,所有公交都能用电子钱包卡嘛
292,293,如何提高金领卡的额度
293,294,我可以在网上申请信用卡的现金分期嘛
294,295,企业账户最多能关联几个手机短信提醒
295,296,企业账户可以几个手机有短信提醒功能
296,297,下载证书后提示错误怎么办
297,298,证书下载错误的原因是什么
298,299,证书下载提示The error8009001Doccurre
299,300,企业开户许可证丢失如何处理
300,301,密码找回在哪里办理
301,302,密码忘了怎么找回
302,303,如何找回密码
303,304,企业一般户地址如何变更
304,305,手机银行的安装说明有没有
305,306,手机银行转账几天到账
306,307,我在手机银行上转账了什么时候对方能收到
307,308,维护企业网银收款人信息
308,309,企业网银如何模糊查询收款人信息
309,310,购买大额存单的流程是什么
310,311,为什么登陆企业网银密码报错
311,312,如何处理企业网银登陆密码报错
312,313,企业网银提示密码错误怎么办
313,314,五一服务卡丢了怎么办
314,315,五一服务卡丢失怎么补办
315,316,五一服务卡的有效期是多久
316,317,我办的五一服务卡是不是有有效期
317,318,我办理的五一服务卡有效期是只能在五一期间使用嘛
318,319,查询企业网银证书的有效期限
319,320,进出站能不能用不同的银行卡
320,321,进出站刷的银行卡可以是不一样的吗
321,322,进出站刷手机pay但是用不同的卡可以吗
322,323,进站出站刷的银行卡必须是一样的吗
323,324,进站和出站如果用不同的卡会不会有问题
324,325,如果我用不同的卡进出站会怎么样
325,326,企业基本户法人变更需要哪些材料
326,327,是不是所有的车都能办etc
327,328,我的车能不能办etc
328,329,我的车可以办etc嘛
329,330,可以办理etc的车辆有哪些
330,331,我要是信用卡取款你们怎么收利息
331,332,信用卡的取现利息怎么收费
332,333,信用卡取现金怎么算利息
333,334,一元观影是什么
334,335,一元观影活动介绍
335,336,一元观影的一张卡有没有购买额度限制
336,337,一元观影的卡是不是有消费额度限制
337,338,一元观影一张卡可以买多少钱
338,339,1元观影活动一张卡购买限额
339,340,我的一元观影活动的卡可以多买几次嘛
340,341,存折开户可以别人拿身份证去吗
341,342,存折开通可以不是本人去吗
342,343,准备哪些材料才能进行存折活期转定期
343,344,存折活期转定期如何处理
344,345,如何能查询到身份证下有几张借记卡
345,346,企业网银USBKey序号为空怎么办
346,347,企业网银帧数更新时为什么提示USBKey序号为空
347,348,如何刷新验证码图片
348,349,验证码超时怎么办
349,350,我想知道哪儿能办社保卡
350,351,我可以去你们网点办社保卡嘛
351,352,我想查一下社保卡的办理地点
352,353,存折丢失该如何处理
353,354,存折如何补办
354,355,我的beekey找不到了
355,356,储蓄账户挂失需要钱吗
356,357,我拆掉标签之后还能使用吗
357,358,我可以拆掉etc的电子标签吗
358,359,我的电子标签坏了我把它拆掉了
359,360,我拆掉etc电子标签之后会怎么用
360,361,etc电子标签可不可以自己拆
361,362,我社保卡的交易密码忘了
362,363,我的社保卡的密码记错被锁住了
363,364,信用卡的免密额度是不是可以关闭
364,365,visa能不能在国内刷卡
365,366,visa应该也能在国内刷吧
366,367,visa的信用卡使用范围包括国内嘛
367,368,visa是不是也能在国外用
368,369,登陆网银时证书过期
369,370,网银使用时提示证书过期
370,371,校园卡圈存要输密码才能成功吗
371,372,校园卡的圈存需要有密码吗
372,373,校园卡圈存时是不是需要取款密码
373,374,在手机银行转钱到不同银行的卡怎么操作
374,375,跨行转账在手机银行上面怎么操作
375,376,你们的不同银行的银行卡可以在手机银行上转账嘛
376,377,我的蜜蜂校园卡校园交易密码忘记了要怎么办
377,378,我能不能设置我贷记卡的查询密码
378,379,我想开通一下信用卡的查询密码
379,380,贷记卡的查询密码是否可以开通
380,381,贷记卡的查询密码能办吗
381,382,存折短信服务每月扣多少钱
382,383,存折短信业务的收费标准是什么
383,384,存折开通短信服务的费用是多少
384,385,存折开通短信业务需要手续费吗
385,386,借记卡定期信息查询如何处理
386,387,信用卡逾期是否有信用记录
387,388,我要是信用卡没有及时还款有征信记录吗
388,389,我的信用卡忘了按时还款会有什么影响
389,390,信用卡过期没缴费有什么影响
390,391,信用卡的逾期影响是什么
391,392,我想知道visa信用卡什么时候还款
392,393,我想查一下visa信用卡的还款时间
393,394,visa信用卡什么时候还钱
394,395,visa信用卡的还款日是哪天
395,396,我可以在其他车道用etc嘛
396,397,etc的使用范围
397,398,我要是在其他车道想用etc怎么办
398,399,五一服务卡激活怎么让别人帮我办理
399,400,五一服务卡激活代办行不行
400,401,etc消费是不是积分制
401,402,我用etc消费的话有积分吗
402,403,信用卡ATM机取款手续费
403,404,我需要挂失一下我丢失的贷记卡
404,405,贷记卡挂失
405,406,我想换一下社保卡里面的照片
406,407,社保卡里面的我的个人信息需要变更
407,408,社保卡照片变更
408,409,社保卡的信息更新
409,410,我想更新一下社保卡的个人信息
410,411,我的网银登录的时候出现了cannot allocate htpxml
411,412,我至少要买多少金额活期化理财才能购买成功
412,413,购买活期化理财有最小金额吗
413,414,我想知道活期化理财的起点金额
414,415,公务卡消费免收利息的时间
415,416,企业基本户注册资金怎么进行变更
416,417,信用卡没有设置查询密码可以绑定网银吗
417,418,信用卡没有设置查询密码在网银上绑不了吗
418,419,怎么开通手机快捷支付
419,420,请问一下你们的银行卡在手机闪付上怎么绑定
420,421,你们银行卡可以开通手机闪付嘛
421,422,我的社保卡怎么坏了
422,423,社保卡的损坏影响到了我的使用
423,424,社保卡坏了能不能补办
424,425,我的社保卡损坏可以重新开卡嘛
425,426,社保卡怎么会坏
426,427,etc高速扣费要多久
427,428,etc高速是当天扣款吗
428,429,etc在高速扣款是需要几天
429,430,是不是积分商城也能分期
430,431,在哪里用信用卡的积分兑换东西
431,432,信用卡积分兑换要去你们行里吗
432,433,怎么用信用卡的积分兑换礼品
433,434,信用卡积分兑换有哪几种方式啊
434,435,脱机状态下是否不能使用企业网银
435,436,是否必须联网才能使用企业网银
436,437,立刻更新网银新版本点击后没反应
437,438,企业网银新版本点击立即更新没反应该如何处理
438,439,电子渠道账户挂失怎么进行找回
439,440,储蓄通存通兑业务在哪里办理
440,441,储蓄通存通兑业务能干什么
441,442,储蓄通存通兑提供哪些服务
442,443,储蓄通存通兑有什么用
443,444,蜜蜂校园卡的交易密码是我设置的嘛
444,445,蜜蜂卡的交易密码指的是什么
445,446,我想买基金的话是不是随时都能买
446,447,你们的基金会在哪个时间关闭嘛
447,448,基金的购买会不会有时间限制
448,449,借记卡去哪里激活
449,450,借记卡激活的手续是什么
450,451,储蓄账户丢失找回需要哪些材料
451,452,我想在手机上转钱的时候多转一点
452,453,每次手机上转钱的数额太少了
453,454,手机银行转账额度限制太低了
454,455,企业网银群年交易额度是多少
455,456,企业网银是否有交易额度限制
456,457,你们哪些卡支持进出闸机
457,458,借记卡可以进出闸机嘛
458,459,我的etc扣款可以选择绑定哪些账户嘛
459,460,etc是所有账户都能绑定嘛
460,461,etc的可绑定账户有哪些
461,462,你们的贷记卡在线下也能消费吗
462,463,哪儿都能用信用卡吗
463,464,除了网上之外实体店能不能用信用卡
464,465,信用卡不是只能在网上用吧
465,466,信用卡不是网购专用吧
466,467,贷记卡快捷支付功能的使用网站查询
467,468,企业网银可否更换授权人
468,469,企业可以设置网银授权人吗
469,470,一卡通代扣解绑可以代办吗
470,471,可以让别人代办一卡通自助扣款的解约吗
471,472,企业公章丢失怎么办
472,473,网银操作一定要用USBKey吗
473,474,什么业务可以不用USBKey
474,475,我不记得我的贷记卡的交易密码
475,476,买黄金需要证件吗
476,477,实物黄金购买需要带什么
477,478,如何安装企业网银USBKey驱动程序软件
478,479,我想办五一服务卡的话需要怎么做
479,480,活期化理财的利率是多少
480,481,活期化理财的利息怎么算
481,482,融合卡的分期怎么办理
482,483,为什么转账失败
483,484,如何查询转账失败详情
484,485,网银交易明细查询入口在哪
485,486,我可以在哪里办信用卡的全额取现
486,487,信用卡能不能开通全额取现
487,488,如何输入企业网银密码
488,489,为什么无法输入网银密码
489,490,visa可以用哪些币种结算
490,491,visa的消费结算币种有哪几种
491,492,企业财务章丢失如何处理
492,493,企业财务章丢失怎么进行找回
493,494,我需要更换etc的扣款账户
494,495,etc的扣款账户可以改吗
495,496,我想换一下etc的扣款账户
496,497,我在国外用借记卡可以刷多少钱
497,498,查一下借记卡在外国的消费额度
498,499,借记卡在国外刷卡有额度嘛
499,500,借记卡跨境交易额度
500,501,借记卡的境外消费额度查询
501,502,我想知道我的三江联名卡的密码忘记了该怎么办
502,503,企业网银显示一半
503,504,打开的企业网银页面过大
504,505,我想申请居住证ic卡
505,506,我去哪儿可以办你们的居住证ic卡
506,507,社保卡激活能不能让别人代办
507,508,社保卡激活能不能不是本人办理
508,509,社保卡激活可以别人代替办理吗
509,510,要是我手机银行登录密码忘了怎么办
510,511,金领卡销户需要提交哪些资料
511,512,金领卡注销要去哪里办理
512,513,社保卡遗失后该怎么办
513,514,我的社保卡丢了
514,515,我要补办社保卡
515,516,可以在手机银行上本人账户互转吗
516,517,我怎么才能把一张卡的钱转到另外一张卡
517,518,两张卡都是你们银行的怎么互转
518,519,51服务卡有没有活动
519,520,51服务卡可以有优惠嘛
520,521,用五一服务卡有没有优惠
521,522,服务卡享有哪些优惠活动
522,523,服务卡办了是不是能够享有优惠
523,524,你们的信用卡分期能不能介绍一下
524,525,麻烦简单介绍一下分期还款
525,526,我能不能跨地区办理etc
526,527,etc办理有没有地区限制
527,528,IC卡的电子钱包发生错账了怎么办
528,529,IC卡的账单发生了错误
529,530,IC卡的账算错了
530,531,visa可以在国内哪里取现金
531,532,visa的国内取现范围
532,533,visa是不是只能在宁波取现
533,534,我能不能在手机银行上直接办定期转活期
534,535,什么时间段可以买你们的活期理财
535,536,请问一下五一服务卡坐公交是打几折
536,537,五一服务卡坐公交能不能打折
537,538,存单开户可以代办吗
538,539,企业基本户销户的流程是什么
539,540,我想办理visa信用卡
540,541,透支卡逾期几天会征信不良
541,542,我信用卡逾期一天不会有黑名单吧
542,543,我的ETC扣款绑定信用卡丢了怎么挂失
543,544,我要补办ETC扣款绑定的信用卡
544,545,我想开通手机银行的话在哪儿办
545,546,手机银行开通办理地点
546,547,我的三江联名卡可以在哪里消费
547,548,有没有限制三江联名卡的使用地点
548,549,我办的银行卡在外国取现金的话最多是多少
549,550,银行卡的境外取现额度是多少
550,551,银行卡境外取现有额度限制嘛
551,552,我的银行卡在国外取钱有限制嘛
552,553,银行卡境外最多可以取多少现金
553,554,周周利的利率是按年算还是按月算
554,555,我想知道周周利的利率
555,556,周周利的收益怎么计算
556,557,企业集团网银业务需要如何开通
557,558,我的网银专业版连接服务器失败怎么办
558,559,我可以在哪儿办电子钱包卡销户
559,560,去办社保卡之前要准备什么材料
560,561,我想知道带什么资料去办理社保卡
561,562,我要是办社保卡要低啊什么材料
562,563,我办的社保卡什么时候可以拿到
563,564,社保卡办理之后的拿卡时间是什么时候
564,565,我现在能拿我办的社保卡嘛
565,566,我能不能马上拿到我办的社保卡
566,567,办理的社保卡是不是可以马上拿到
567,568,校园卡的校园账户密码可以通过哪里设置
568,569,不记得校园账户的密码了怎么设置
569,570,在哪里可以获取校园账户的支付密码
570,571,visa信用卡是什么币种类型的
571,572,我想知道visa卡币种的种类
572,573,visa信用卡属于哪种币种的卡
573,574,我买的周周利怎么还没有起息
574,575,什么时候可以买周周利
575,576,周周利有固定的赎回时间吗
576,577,周周利什么时候起息
577,578,周周利什么时候开始算利息
578,579,周周利购买后起息时间
579,580,我的公务卡有没有还款时间
580,581,借记卡跨行取钱要不要手续费
581,582,借记卡要跨行取现是怎么收费的
582,583,异地借记卡跨行取款怎么收手续费
583,584,同城借记卡但是跨行取钱怎么收手续费
584,585,基金账户如何销户
585,586,办好基金之后怎么销户
586,587,我要注销基金账户
587,588,基金账户的注销手续怎么办理
588,589,开通手机银行蓝牙蜜盾的手续是怎么样的
589,590,校园卡上的钱扣了为什么校园账户的钱没有实时到账
590,591,校园卡的校园账户充值金额会延迟到账吗
591,592,我挂失公务卡之后要不要手续费
592,593,公务卡办挂失的话要收手续费吗
593,594,同城通存的手续费是多少
594,595,同城通兑的手续费是多少
595,596,同城通存通兑转账需要手续费吗
596,597,我们办的这个一卡通的代扣有没有优惠
597,598,我们开通一卡通的代扣代扣现在有没有活动
598,599,我们如果开通一卡通的代扣最近有活动嘛
599,600,我想信用卡多花一点钱
600,601,银行卡可以用ATM机转账嘛
601,602,你们的银行卡能不能到ATM机上办理转账
602,603,转账一定要在你们柜台嘛
603,604,能不能帮我改我的贷记卡的交易密码
604,605,信用卡绑定的手机号码可以换嘛
605,606,我需要修改我贷记卡绑定的号码
606,607,我的贷记卡手机号码能不能修改
607,608,贷记卡绑定的手机号码可以更改嘛
608,609,在企业网银页面报了停止工作
609,610,怎么会报停止工作
610,611,企业网银里提示报停止工作了
611,612,我去办理beekey访问密码挂失要不要钱
612,613,我想知道五一服务卡可以干什么
613,614,这个五一服务卡具体可以用来干什么
614,615,借记卡短信通知该怎么解除
615,616,今日金条价格
616,617,黄金你们银行现在价格是什么样的
617,618,你们的黄金价格是统一的嘛
618,619,你们黄金多少一钱
619,620,最近的黄金价格走势
620,621,什么是信用卡的最低还款额
621,622,信用卡是不是有最低还款数
622,623,网银证书需要更新要怎么做
623,624,我已经把融合卡注销了多久可以办理抵押取消手续
624,625,如何跨支行打印回单箱
625,626,有哪些方式可以取消校园卡自动充值
626,627,我要关闭校园卡的自动充值功能
627,628,怎么样才能进行存折短信通知解除
628,629,visa信用卡账单能不能随时查看
629,630,有哪些资料才可以进行基本户开户
630,631,基本户开户需要拥有哪些文件
631,632,企业签订三方协议怎么进行
632,633,周周利的购买方式
633,634,我想问一下你们的周周利在哪儿买
634,635,你们的周周利的购买渠道有哪些
635,636,我想补办网银两码信封
636,637,贷记卡地址修改
637,638,当时申请贷记卡填的地址需要改了
638,639,信用卡账单寄送的地址需要修改
639,640,我的贷记卡的地址能不能换
640,641,企业法人章丢失怎么办
641,642,准备哪些材料才能进行企业法人章丢失找回
642,643,未成年人开户该怎么做
643,644,未成年人能开户吗
644,645,未成年人可以办理账户吗
645,646,未成年人办理账户要准备什么
646,647,企业网银登陆密码和证书密码在哪里获取
647,648,企业网银的登录和证书各自要设置不同密码的意义是什么
648,649,我的网银怎么看不到其他的账户
649,650,怎么只显示一个账户
650,651,储蓄账户解挂如何处理
651,652,储蓄账户解挂怎么办
652,653,准备哪些材料才能进行储蓄账户解挂
653,654,企业的基本户开办从提交到开户晚成要多久
654,655,企业的基本户要多久能完成开户
655,656,企业开办基本户需要多少时间
656,657,我想了解一下怎么办理信用卡的现金分期
657,658,51服务卡怎么激活啊
658,659,企业开一般户的时间是多少
659,660,信用卡申请
660,661,我想办一张信用卡
661,662,贷记卡怎么申请
662,663,车易卡剩下的钱一次性还清要怎么办理
663,664,我要把车易卡结清去哪里申请
664,665,我要把车易卡剩下的钱提前还掉如何办理
665,666,我想问一下银行卡的免密支付单笔额度是多少
666,667,我的银行卡是不是每天只能免密支付额度是固定的
667,668,如何开通银企直联业务
668,669,怎么办理基金定投业务
669,670,基金可以办定投吗
670,671,如何利用关键字查询
671,672,怎么查询关键字
672,673,查找企业网银菜单
673,674,企业网银的交易菜单在哪里
674,675,我需要赎回聚蜜宝
675,676,融合卡本期账单要在什么时候还清
676,677,手机pay出闸的扣款时间
677,678,手机支付出闸后多久扣款
678,679,我想问一下手机闪付出闸之后的扣款时间
679,680,存折销户要做哪些准备
680,681,存折销户有什么手续
681,682,怎么要求我下载什么beekey
682,683,只有beekey下了才能用网银吗
683,684,beekey这个管理工具有什么作用
684,685,我操作beekey怎么才能网购
685,686,我的电脑怎么不能网上银行
686,687,为什么需要beekey才能网购
687,688,为什么要我下载什么管理工具才能网购
688,689,为什么要下载beekey
689,690,同城通存通兑单笔最高是多少
690,691,我想更换手机银行注册的号码
691,692,我能不能换一下手机银行绑定的手机号
692,693,最近换号码了手机银行绑定的号码也需要更换嘛
693,694,手机号码更换的话手机银行绑定的号码是不是也要更换
694,695,借记卡ATM转账撤销需要哪些材料
695,696,有单位统一办理的工资卡可以直接使用吗
696,697,代办卡片不能使用
697,698,单位统一办理的储蓄卡为什么不能直接转账
698,699,单位统一办理的工资卡还要去柜台激活过吗
699,700,操作员管理按钮在哪
700,701,购买理财产品对起点金额有要求吗
701,702,我想知道居住在IC卡
702,703,我想知道什么是居住证IC卡
703,704,居住证IC卡简单了解一下
704,705,etc的电子标签脱落了是不是不能用了
705,706,etc电子标签的脱落需要重新激活吗
706,707,etc电子标签脱落是否还能正常使用
707,708,etc电子标签脱落是否需要重新安装
708,709,我想问一下etc的电子标签脱落会影响使用吗
709,710,什么卡可以无卡支付
